artist,album,track_n,line,lyric,track_title
Taylor Swift,Taylor Swift,9,28,"I shouldn't be asking myself, ""Why?""",Should've Said No
Taylor Swift,Taylor Swift,9,29,You shouldn't be begging for forgiveness at my feet,Should've Said No
Taylor Swift,Taylor Swift,9,30,"You should've said no, baby, and you might still have me",Should've Said No
Taylor Swift,Taylor Swift,9,31,I can't resist,Should've Said No
Taylor Swift,Taylor Swift,9,32,Before you go tell me this,Should've Said No
Taylor Swift,Taylor Swift,9,33,Was it worth it?,Should've Said No
Taylor Swift,Taylor Swift,9,34,Was she worth this?,Should've Said No
Taylor Swift,Taylor Swift,9,35,"No no, no, no",Should've Said No
Taylor Swift,Taylor Swift,9,36,"You should've said, ""No""",Should've Said No
Taylor Swift,Taylor Swift,9,37,You should've gone home,Should've Said No
Taylor Swift,Taylor Swift,9,38,You should've thought twice 'fore you let it all go,Should've Said No
Taylor Swift,Taylor Swift,9,39,"You should've known that word, 'bout what you did with her'd",Should've Said No
Taylor Swift,Taylor Swift,9,40,Get back to me (Get back to me),Should've Said No
Taylor Swift,Taylor Swift,9,41,"And I should've been there, in the back of your mind",Should've Said No
Taylor Swift,Taylor Swift,9,42,"I shouldn't be asking myself, ""Why?""",Should've Said No
Taylor Swift,Taylor Swift,9,43,You shouldn't be begging for forgiveness at my feet,Should've Said No
Taylor Swift,Taylor Swift,9,44,"You should've said no, baby, and you might still have me",Should've Said No
Taylor Swift,Taylor Swift,10,1,"She said, I was seven and you were nine",Mary's Song (Oh My My My)
Taylor Swift,Taylor Swift,10,2,I looked at you like the stars that shined,Mary's Song (Oh My My My)
Taylor Swift,Taylor Swift,10,3,"In the sky, the pretty lights",Mary's Song (Oh My My My)
Taylor Swift,Taylor Swift,10,4,And our daddies used to joke about the two of us,Mary's Song (Oh My My My)
Taylor Swift,Taylor Swift,10,5,Growing up and falling in love and our mamas smiled,Mary's Song (Oh My My My)
Taylor Swift,Taylor Swift,10,6,"And rolled their eyes and said, ""Oh my my my""",Mary's Song (Oh My My My)
Taylor Swift,Taylor Swift,10,7,Take me back to the house in the backyard tree,Mary's Song (Oh My My My)
Taylor Swift,Taylor Swift,10,8,"Said you'd beat me up, you were bigger than me",Mary's Song (Oh My My My)
Taylor Swift,Taylor Swift,10,9,"You never did, you never did",Mary's Song (Oh My My My)
Taylor Swift,Taylor Swift,10,10,Take me back when our world was one block wide,Mary's Song (Oh My My My)
Taylor Swift,Taylor Swift,10,11,I dared you to kiss me and ran when you tried,Mary's Song (Oh My My My)
Taylor Swift,Taylor Swift,10,12,"Just two kids, you and I",Mary's Song (Oh My My My)
Taylor Swift,Taylor Swift,10,13,Oh my my my my,Mary's Song (Oh My My My)
Taylor Swift,Taylor Swift,10,14,"Well, I was sixteen when suddenly",Mary's Song (Oh My My My)
Taylor Swift,Taylor Swift,10,15,I wasn't that little girl you used to see,Mary's Song (Oh My My My)
Taylor Swift,Taylor Swift,10,16,But your eyes still shined like pretty lights,Mary's Song (Oh My My My)
Taylor Swift,Taylor Swift,10,17,And our daddies used to joke about the two of us,Mary's Song (Oh My My My)
Taylor Swift,Taylor Swift,10,18,They never believed we'd really fall in love,Mary's Song (Oh My My My)
Taylor Swift,Taylor Swift,10,19,And our mamas smiled and rolled their eyes,Mary's Song (Oh My My My)
Taylor Swift,Taylor Swift,10,20,"And said, ""Oh my my my""",Mary's Song (Oh My My My)
Taylor Swift,Taylor Swift,10,21,Take me back to the creek beds we turned up,Mary's Song (Oh My My My)
Taylor Swift,Taylor Swift,10,22,"Two A.M. riding in your truck, and all I need is you next to me",Mary's Song (Oh My My My)
Taylor Swift,Taylor Swift,10,23,Take me back to the time we had our very first fight,Mary's Song (Oh My My My)
Taylor Swift,Taylor Swift,10,24,The slamming of doors instead of kissing goodnight,Mary's Song (Oh My My My)
Taylor Swift,Taylor Swift,10,25,You stayed outside till the morning light,Mary's Song (Oh My My My)
Taylor Swift,Taylor Swift,10,26,Oh my my my my,Mary's Song (Oh My My My)
Taylor Swift,Taylor Swift,10,27,A few years had gone and come around,Mary's Song (Oh My My My)
Taylor Swift,Taylor Swift,10,28,We were sitting at our favorite spot in town,Mary's Song (Oh My My My)
Taylor Swift,Taylor Swift,10,29,"And you looked at me, got down on one knee",Mary's Song (Oh My My My)
Taylor Swift,Taylor Swift,10,30,Take me back to the time when we walked down the aisle,Mary's Song (Oh My My My)
Taylor Swift,Taylor Swift,10,31,Our whole town came and our mamas cried,Mary's Song (Oh My My My)
Taylor Swift,Taylor Swift,10,32,"You said ""I do"" and I did too",Mary's Song (Oh My My My)
Taylor Swift,Taylor Swift,10,33,Take me home where we met so many years before,Mary's Song (Oh My My My)
Taylor Swift,Taylor Swift,10,34,We'll rock our babies on that very front porch,Mary's Song (Oh My My My)
Taylor Swift,Taylor Swift,10,35,"After all this time, you and I",Mary's Song (Oh My My My)
Taylor Swift,Taylor Swift,10,36,I'll be eighty-seven; you'll be eighty-nine,Mary's Song (Oh My My My)
Taylor Swift,Taylor Swift,10,37,I'll still look at you like the stars that shine,Mary's Song (Oh My My My)
Taylor Swift,Taylor Swift,10,38,"In the sky, oh my my my",Mary's Song (Oh My My My)
Taylor Swift,Taylor Swift,11,1,I was riding shotgun with my hair undone,Our Song
Taylor Swift,Taylor Swift,11,2,In the front seat of his car,Our Song
Taylor Swift,Taylor Swift,11,3,He's got a one-hand feel on the steering wheel,Our Song
Taylor Swift,Taylor Swift,11,4,The other on my heart,Our Song
Taylor Swift,Taylor Swift,11,5,"I look around, turn the radio down",Our Song
Taylor Swift,Taylor Swift,11,6,"He says, ""Baby, is something wrong?""",Our Song
Taylor Swift,Taylor Swift,11,7,"I say, ""Nothing, I was just thinking",Our Song
Taylor Swift,Taylor Swift,11,8,"How we don't have a song""",Our Song
Taylor Swift,Taylor Swift,11,9,And he says,Our Song
Taylor Swift,Taylor Swift,11,10,Our song is the slamming screen door,Our Song
Taylor Swift,Taylor Swift,11,11,"Sneakin' out late, tapping on your window",Our Song
Taylor Swift,Taylor Swift,11,12,When we're on the phone and you talk real slow,Our Song
Taylor Swift,Taylor Swift,11,13,'Cause it's late and your mama don't know,Our Song
Taylor Swift,Taylor Swift,11,14,Our song is the way you laugh,Our Song
Taylor Swift,Taylor Swift,11,15,"The first date: ""Man, I didn't kiss her, and I should have""",Our Song
Taylor Swift,Taylor Swift,11,16,And when I got home 'fore I said amen,Our Song
Taylor Swift,Taylor Swift,11,17,Asking God if he could play it again,Our Song
Taylor Swift,Taylor Swift,11,18,I was walking up the front porch steps,Our Song
Taylor Swift,Taylor Swift,11,19,After everything that day,Our Song
Taylor Swift,Taylor Swift,11,20,Had gone all wrong and been trampled on,Our Song
Taylor Swift,Taylor Swift,11,21,And lost and thrown away,Our Song
Taylor Swift,Taylor Swift,11,22,"Got to the hallway, well on my way",Our Song
Taylor Swift,Taylor Swift,11,23,To my lovin' bed,Our Song
Taylor Swift,Taylor Swift,11,24,I almost didn't notice all the roses,Our Song
Taylor Swift,Taylor Swift,11,25,And the note that said,Our Song
Taylor Swift,Taylor Swift,11,26,Our song is the slamming screen door,Our Song
Taylor Swift,Taylor Swift,11,27,"Sneakin' out late, tapping on your window",Our Song
Taylor Swift,Taylor Swift,11,28,When we're on the phone and you talk real slow,Our Song
Taylor Swift,Taylor Swift,11,29,'Cause it's late and your mama don't know,Our Song
Taylor Swift,Taylor Swift,11,30,Our song is the way you laugh,Our Song
Taylor Swift,Taylor Swift,11,31,"The first date: ""Man, I didn't kiss her, and I should have""",Our Song
Taylor Swift,Taylor Swift,11,32,And when I got home 'fore I said amen,Our Song
Taylor Swift,Taylor Swift,11,33,Asking God if he could play it again,Our Song
Taylor Swift,Taylor Swift,11,34,"I've heard every album, listened to the radio",Our Song
Taylor Swift,Taylor Swift,11,35,Waited for something to come along,Our Song
Taylor Swift,Taylor Swift,11,36,That was as good as our song,Our Song
Taylor Swift,Taylor Swift,11,37,'Cause our song is the slamming screen door,Our Song
Taylor Swift,Taylor Swift,11,38,"Sneakin' out late, tapping on his window",Our Song
Taylor Swift,Taylor Swift,11,39,When we're on the phone and he talks real slow,Our Song
Taylor Swift,Taylor Swift,11,40,'Cause it's late and his mama don't know,Our Song
Taylor Swift,Taylor Swift,11,41,Our song is the way he laughs,Our Song
Taylor Swift,Taylor Swift,11,42,"The first date: ""Man, I didn't kiss him, and I should have""",Our Song
Taylor Swift,Taylor Swift,11,43,And when I got home 'fore I said amen,Our Song
Taylor Swift,Taylor Swift,11,44,Asking God if he could play it again,Our Song
Taylor Swift,Taylor Swift,11,45,Play it again,Our Song
Taylor Swift,Taylor Swift,11,46,I was riding shotgun with my hair undone,Our Song
Taylor Swift,Taylor Swift,11,47,In the front seat of his car,Our Song
Taylor Swift,Taylor Swift,11,48,I grabbed a pen and an old napkin,Our Song
Taylor Swift,Taylor Swift,11,49,And I wrote down our song,Our Song
Taylor Swift,Taylor Swift,12,1,Friday night beneath the stars,I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,2,In a field behind your yard,I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,3,You and I are painting pictures in the sky,I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,4,And sometimes we don't say a thing,I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,5,Just listen to the crickets sing,I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,6,Everything I need is right here by my side,I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,7,And I know everything about you,I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,8,I don't wanna live without you,I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,9,I'm only up when you're not down,I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,10,Don't wanna fly if you're still on the ground,I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,11,It's like no matter what I do,I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,12,Well you drive me crazy half the time,I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,13,The other half I'm only tryna let you know that what I feel is true,I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,14,And I'm only me when I'm with you,I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,15,Just a small town boy and girl,I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,16,Living in a crazy world,I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,17,Tryna figure out what is and isn't true,I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,18,And I don't try to hide my tears,I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,19,My secrets or my deepest fears,I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,20,Through it all nobody gets me like you do,I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,21,And you know everything about me,I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,22,You say that you can't live without me,I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,23,I'm only up when you're not down,I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,24,Don't wanna fly if you're still on the ground,I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,25,It's like no matter what I do,I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,26,"Well, you drive me crazy half the time",I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,27,The other half I'm only tryna let you know that what I feel is true,I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,28,And I'm only me when I'm with you,I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,29,When I'm with anybody else it's so hard to be myself,I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,30,And only you can tell,I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,31,That I'm only up when you're not down,I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,32,Don't wanna fly if you're still on the ground,I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,33,It's like no matter what I do,I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,34,Well you drive me crazy half the time,I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,35,The other half I'm only tryna let you know that what I feel is true,I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,36,And I'm only me,I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,37,Who I wanna be,I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,38,"Well, I'm only me when I'm with you",I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,39,With you,I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,40,Uh-huh,I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,12,41,Yeah,I'm Only Me When I'm With You
Taylor Swift,Taylor Swift,13,1,She can't see the way your eyes,Invisible
Taylor Swift,Taylor Swift,13,2,Light up when you smile,Invisible
Taylor Swift,Taylor Swift,13,3,She'll never notice how you stop and stare,Invisible
Taylor Swift,Taylor Swift,13,4,Whenever she walks by,Invisible
Taylor Swift,Taylor Swift,13,5,And you can't see me wanting you the way you want her,Invisible
Taylor Swift,Taylor Swift,13,6,But you are everything to me,Invisible
Taylor Swift,Taylor Swift,13,7,And I just wanna show you,Invisible
Taylor Swift,Taylor Swift,13,8,She don't even know you,Invisible
Taylor Swift,Taylor Swift,13,9,She's never gonna love you like I want to,Invisible
Taylor Swift,Taylor Swift,13,10,And you just see right through me,Invisible
Taylor Swift,Taylor Swift,13,11,But if you only knew me,Invisible
Taylor Swift,Taylor Swift,13,12,We could be a beautiful,Invisible
Taylor Swift,Taylor Swift,13,13,Miracle,Invisible
Taylor Swift,Taylor Swift,13,14,Unbelievable,Invisible
Taylor Swift,Taylor Swift,13,15,Instead of just invisible,Invisible
Taylor Swift,Taylor Swift,13,16,There's a fire inside of you,Invisible
Taylor Swift,Taylor Swift,13,17,That can't help but shine through,Invisible
Taylor Swift,Taylor Swift,13,18,She's never gonna see the light,Invisible
Taylor Swift,Taylor Swift,13,19,No matter what you do,Invisible
Taylor Swift,Taylor Swift,13,20,And all I think about is how to make you think of me,Invisible
Taylor Swift,Taylor Swift,13,21,And everything that we could be,Invisible
Taylor Swift,Taylor Swift,13,22,I just wanna show you,Invisible
Taylor Swift,Taylor Swift,13,23,She don't even know you,Invisible
Taylor Swift,Taylor Swift,13,24,She's never gonna love you like I want to,Invisible
Taylor Swift,Taylor Swift,13,25,And you just see right through me,Invisible
Taylor Swift,Taylor Swift,13,26,If you only knew me,Invisible
Taylor Swift,Taylor Swift,13,27,We could be a beautiful,Invisible
Taylor Swift,Taylor Swift,13,28,Miracle,Invisible
Taylor Swift,Taylor Swift,13,29,Unbelievable,Invisible
Taylor Swift,Taylor Swift,13,30,Instead of just invisible,Invisible
Taylor Swift,Taylor Swift,13,31,Like shadows in a faded light,Invisible
Taylor Swift,Taylor Swift,13,32,"Oh, we're invisible",Invisible
Taylor Swift,Taylor Swift,13,33,I just wanna open your eyes,Invisible
Taylor Swift,Taylor Swift,13,34,And make you realize,Invisible
Taylor Swift,Taylor Swift,13,35,I just wanna show you,Invisible
Taylor Swift,Taylor Swift,13,36,She don't even know you,Invisible
Taylor Swift,Taylor Swift,13,37,"Baby, let me love you",Invisible
Taylor Swift,Taylor Swift,13,38,Let me want you,Invisible
Taylor Swift,Taylor Swift,13,39,You just see right through me,Invisible
Taylor Swift,Taylor Swift,13,40,But if you only knew me,Invisible
Taylor Swift,Taylor Swift,13,41,We could be a beautiful,Invisible
Taylor Swift,Taylor Swift,13,42,Miracle,Invisible
Taylor Swift,Taylor Swift,13,43,Unbelievable,Invisible
Taylor Swift,Taylor Swift,13,44,Instead of just invisible,Invisible
Taylor Swift,Taylor Swift,13,45,She can't see the way your eyes,Invisible
Taylor Swift,Taylor Swift,13,46,Light up when you smile,Invisible
Taylor Swift,Taylor Swift,14,1,Why would you wanna break a perfectly good heart?,A Perfectly Good Heart
Taylor Swift,Taylor Swift,14,2,"Why would you wanna take our love and tear it all apart, now?",A Perfectly Good Heart
Taylor Swift,Taylor Swift,14,3,Why would you wanna make the very first scar?,A Perfectly Good Heart
Taylor Swift,Taylor Swift,14,4,Why would you wanna break a perfectly good heart?,A Perfectly Good Heart
Taylor Swift,Taylor Swift,14,5,Maybe I should've seen the signs,A Perfectly Good Heart
